,artwork,history,receivers,surrenders,Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,ArtistAlphaSort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
16,https://w3id.org/zericatalog/artwork/39450/item,1.0,The Metropolitan Museum of Art,Mercato antiquario,2006.409,0,1,1,438445,,European Paintings,2006.0,"Painting, triptych",The Crucifixion,,,,,,10773,Artist, ,Francesco Granacci (Francesco di Andrea di Marco),"Italian, Villamagna 1469â€“1543 Florence", ,"Granacci, Francesco (Francesco di Andrea di Marco)",Italian,1469      ,1543      ,,http://vocab.getty.edu/page/ulan/500022051,https://www.wikidata.org/wiki/Q717097,ca. 1510,1505,1515,Tempera and gold on wood,Central panel 19 x 11 1/2 in. (48.3 x 29.2 cm); each wing 19 x 6 in. (48.3 x 15.2 cm),"Gift of Nancy, Carolina, and Isabelle Richardson, and Purchase, Friends of European Paintings Gifts, 2006",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438445,https://www.wikidata.org/wiki/Q19912177,,"Metropolitan Museum of Art, New York, NY",Crucifixion|Christ|Soldiers|Men|Virgin Mary|Resurrection,http://vocab.getty.edu/page/aat/300404300|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901000032|http://vocab.getty.edu/page/aat/300404323,https://www.wikidata.org/wiki/Q3235597|https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q345|https://www.wikidata.org/wiki/Q51624
17,https://w3id.org/zericatalog/artwork/18917/item,4.0,The Metropolitan Museum of Art; Collezione Mr. e Mrs. C.B. Wrightsman; Asta Sotheby's; Collezione Mrs. C. Segal,Collezione Mr. e Mrs. C.B. Wrightsman; Asta Sotheby's; Collezione Mrs. C. Segal; Morandotti,1986.339.1,0,0,1,437275,,European Paintings,1986.0,Painting,Portrait of an Olivetan Monk,,,,,,16223,Artist,Attributed to,Baldassare Tommaso Peruzzi,"Italian, Ancaiano 1481â€“1536 Rome", ,"Peruzzi, Baldassare Tommaso",Italian,1481      ,1536      ,,http://vocab.getty.edu/page/ulan/500030776,https://www.wikidata.org/wiki/Q177213,,1501,1536,Oil on canvas,38 1/4 x 28 5/8 in. (97.2 x 72.7 cm),"Gift of Mrs. Charles Wrightsman, 1986",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437275,https://www.wikidata.org/wiki/Q19905452,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Monks|Writing,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025765|http://vocab.getty.edu/page/aat/300054698,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q37260|https://www.wikidata.org/wiki/Q733786
18,https://w3id.org/zericatalog/artwork/43587/item,1.0,The Metropolitan Museum of Art,"Duveen Brothers, Inc.",36.29,0,1,1,437827,608.0,European Paintings,1936.0,Painting,Venus and the Lute Player,,,,,,16255,Artist, ,Titian,"Italian, Pieve di Cadore ca. 1485/90?â€“1576 Venice",and Workshop,Titian,Italian,1485      ,1576      ,,http://vocab.getty.edu/page/ulan/500031075,https://www.wikidata.org/wiki/Q47551,ca. 1565â€“70,1565,1570,Oil on canvas,65 x 82 1/2 in. (165.1 x 209.6 cm),"Munsey Fund, 1936",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437827,https://www.wikidata.org/wiki/Q19911412,,"Metropolitan Museum of Art, New York, NY",Lutes|Venus|Musicians|Female Nudes|Cupid,http://vocab.getty.edu/page/aat/300042101|http://vocab.getty.edu/page/ia/901001064|http://vocab.getty.edu/page/aat/300025666|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300380105,https://www.wikidata.org/wiki/Q180733|https://www.wikidata.org/wiki/Q47652|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q5011|https://www.wikidata.org/wiki/Q639669
19,https://w3id.org/zericatalog/artwork/44170/item,6.0,The Metropolitan Museum of Art; F. Mont; Galleria Fleischmann; Kleinberger Galleries; Collezione H.G. Sperling; Asta Christie's,"F. Mont; Galleria Fleischmann; Kleinberger Galleries; Collezione H.G. Sperling; Asta Christie's; Chatsworth House, collezione duca del Devonshire",1973.116,0,1,1,437638,608.0,European Paintings,1973.0,Painting,The Marriage of Cupid and Psyche,,,,,,16239,Artist, ,Andrea Schiavone (Andrea Meldola),"Italian, Zadar (Zara) ca. 1510?â€“1563 Venice", ,"Schiavone, Andrea (Andrea Meldola)",Italian,1510      ,1563      ,,http://vocab.getty.edu/page/ulan/500000550,https://www.wikidata.org/wiki/Q495060,ca. 1540,1535,1545,"Oil on wood, transferred to Masonite","Overall, with corners made up, 51 1/2 x 61 7/8 in. (130.8 x 157.2 cm); painted surface 50 1/2 x 61 1/2 in. (128.3 x 156.2 cm)","Purchase, Gift of Mary V. T. Eberstadt, by exchange, 1972",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437638,https://www.wikidata.org/wiki/Q19905139,,"Metropolitan Museum of Art, New York, NY",Men|Women|Cupid|Psyche|Male Nudes|Female Nudes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300380105|http://vocab.getty.edu/page/ia/901002042|http://vocab.getty.edu/page/aat/300189568|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q5011|https://www.wikidata.org/wiki/Q843382
20,https://w3id.org/zericatalog/artwork/39542/item,1.0,The Metropolitan Museum of Art,Asta Christie's,2000.420,0,0,1,438432,,European Paintings,2000.0,Painting,Madonna and Child,,,,,,10773,Artist, ,Francesco Granacci (Francesco di Andrea di Marco),"Italian, Villamagna 1469â€“1543 Florence", ,"Granacci, Francesco (Francesco di Andrea di Marco)",Italian,1469      ,1543      ,,http://vocab.getty.edu/page/ulan/500022051,https://www.wikidata.org/wiki/Q717097,ca. 1520,1515,1525,Oil on wood,34 1/8 x 25  3/8 in. (86.7 x 64.5 cm),"Gift of Mario and Dianne Modestini, in memory of Theodore Rousseau, 2000",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/438432,https://www.wikidata.org/wiki/Q19905389,,"Metropolitan Museum of Art, New York, NY",Madonna and Child,http://vocab.getty.edu/page/ia/901000052,https://www.wikidata.org/wiki/Q9309699
21,https://w3id.org/zericatalog/artwork/36740/item,3.0,The Metropolitan Museum of Art; Collezione Friedsam; Asta Galerie Georges Petit,Collezione Friedsam; Asta Galerie Georges Petit; Collezione B. Crespi,32.100.80,0,0,1,436494,,European Paintings,1932.0,"Painting, triptych",The Nativity with Saints,,,,,,10769,Artist, ,Ridolfo Ghirlandaio,"Italian, Florence 1483â€“1561 Florence", ,"Ghirlandaio, Ridolfo",Italian,1483      ,1561      ,,http://vocab.getty.edu/page/ulan/500002132,https://www.wikidata.org/wiki/Q64881,,1503,1561,Oil on wood,Central panel 14 x 9 in. (35.6 x 22.9 cm); each wing 14 x 4 in. (35.6 x 10.2 cm),"The Friedsam Collection, Bequest of Michael Friedsam, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436494,https://www.wikidata.org/wiki/Q19912339,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Nativity|Saints|Men|Saint John the Evangelist|Saint Paul|Saint Peter|Angels,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/ia/901000124|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/ia/901001171|http://vocab.getty.edu/page/ia/901001058|http://vocab.getty.edu/page/ia/901000056|http://vocab.getty.edu/page/aat/300379004,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q51628|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q328804|https://www.wikidata.org/wiki/Q9200|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q33923|https://www.wikidata.org/wiki/Q235113
22,https://w3id.org/zericatalog/artwork/37173/item,1.0,The Metropolitan Museum of Art,Collezione J. Pierpont Morgan,17.190.8,0,0,1,437832,,European Paintings,1917.0,Painting,Portrait of a Man,,,,,,10838,Artist, ,Tommaso Fiorentino (Tommaso di Stefano Lunetti),"Italian, Florentine, ca. 1495â€“1564", ,Tommaso Fiorentino (Tommaso di Stefano Lunetti),Italian,1495      ,1564      ,,http://vocab.getty.edu/page/ulan/500007007,https://www.wikidata.org/wiki/Q21851468,1521,1521,1521,Oil on wood,32 1/4 x 23 7/8 in. (81.9 x 60.6 cm),"Gift of J. Pierpont Morgan, 1917",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437832,https://www.wikidata.org/wiki/Q19912117,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
23,https://w3id.org/zericatalog/artwork/16692/item,2.0,The Metropolitan Museum of Art; Collezione Dillon,Collezione Dillon; Collezione Chaix-d'Est Anges,1977.384.1,0,0,1,436771,,European Paintings,1977.0,Painting,Michelangelo Buonarroti (1475â€“1564),,,,,,16180,Artist,Attributed to,Daniele da Volterra,"Italian, Volterra 1509â€“1566 Rome", ,"Volterra,  Daniele da", ,1509      ,1566      ,,http://vocab.getty.edu/page/ulan/500115438,https://www.wikidata.org/wiki/Q540489,probably ca. 1545,1540,1550,Oil on wood,34 3/4 x 25 1/4 in. (88.3 x 64.1 cm),"Gift of Clarence Dillon, 1977",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436771,https://www.wikidata.org/wiki/Q19911651,,"Metropolitan Museum of Art, New York, NY",Men|Portraits|Artists,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025103,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q483501
24,https://w3id.org/zericatalog/artwork/45329/item,1.0,The Metropolitan Museum of Art,Collezione R. Lehman,57.170,0,0,1,437242,954.0,European Paintings,1957.0,Painting,The Crucifixion,,,,,,16219,Artist, ,Jacopo Palma the Younger,"Italian, Venice ca. 1548â€“1628 Venice", ,"Palma, Jacopo, the Younger",Italian,1543      ,1628      ,,http://vocab.getty.edu/page/ulan/500027810,https://www.wikidata.org/wiki/Q651795,,1564,1628,Oil on canvas,85 x 53 1/4 in. (215.9 x 135.3 cm),"Gift of Robert Lehman, 1957",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437242,https://www.wikidata.org/wiki/Q19912904,,"Metropolitan Museum of Art, New York, NY",Crucifixion|Christ|Soldiers|Men|Horses|Virgin Mary,http://vocab.getty.edu/page/aat/300404300|http://vocab.getty.edu/page/ia/901000087|http://vocab.getty.edu/page/aat/300185678|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/ia/901000032,https://www.wikidata.org/wiki/Q3235597|https://www.wikidata.org/wiki/Q642420|https://www.wikidata.org/wiki/Q4991371|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q345
25,https://w3id.org/zericatalog/artwork/33068/item,7.0,"The Metropolitan Museum of Art; Collezione J.S. Bache; Duveen Brothers, Inc.; Agnew's; Collezione O. Huldschinsky; C. Sedelmeyer; Collezione M. Barberini Colonna di Sciarra","Collezione J.S. Bache; Duveen Brothers, Inc.; Agnew's; Collezione O. Huldschinsky; C. Sedelmeyer; Collezione M. Barberini Colonna di Sciarra; Collezione Leuchtenberg",49.7.12,0,0,1,437373,,European Paintings,1949.0,Painting,"Giuliano de' Medici (1479â€“1516), Duke of Nemours",,,,,,16229,Artist,Workshop (?) of,Raphael,"Italian, Urbino 1483â€“1520 Rome", ,Raphael, ,1483      ,1520      ,,http://vocab.getty.edu/page/ulan/500023578,https://www.wikidata.org/wiki/Q5597,,1500,1599,Tempera and oil on canvas,32 3/4 x 26 in. (83.2 x 66 cm),"The Jules Bache Collection, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437373,https://www.wikidata.org/wiki/Q19911650,,"Metropolitan Museum of Art, New York, NY",Men|Portraits,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300015637,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q134307
26,https://w3id.org/zericatalog/artwork/43626/item,1.0,The Metropolitan Museum of Art,Collezione J.S. Bache,49.7.16,1,1,1,437826,,European Paintings,1949.0,Painting,Venus and Adonis,,,,,,16255,Artist, ,Titian (Tiziano Vecellio),"Italian, Pieve di Cadore ca. 1485/90?â€“1576 Venice", ,Titian (Tiziano Vecellio),Italian,1485      ,1576      ,,http://vocab.getty.edu/page/ulan/500031075,https://www.wikidata.org/wiki/Q47551,1550s,1550,1559,Oil on canvas,42 x 52 1/2 in. (106.7 x 133.4 cm),"The Jules Bache Collection, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437826,https://www.wikidata.org/wiki/Q4009570,,"Metropolitan Museum of Art, New York, NY",Cupid|Adonis|Venus|Dogs,http://vocab.getty.edu/page/aat/300380105|http://vocab.getty.edu/page/ia/901000521|http://vocab.getty.edu/page/ia/901001064|http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q5011|https://www.wikidata.org/wiki/Q163920|https://www.wikidata.org/wiki/Q47652|https://www.wikidata.org/wiki/Q144
27,https://w3id.org/zericatalog/artwork/48406/item,1.0,The Metropolitan Museum of Art,Matthiesen,1979.209,0,1,1,437336,,European Paintings,1979.0,Painting,Madonna and Child with Saints Francis and Dominic and Angels,,,,,,16227,Artist, ,Giulio Cesare Procaccini,"Italian, Bologna 1574â€“1625 Milan", ,"Procaccini, Giulio Cesare",Italian,1574      ,1625      ,,http://vocab.getty.edu/page/ulan/500017888,https://www.wikidata.org/wiki/Q1119589,,1594,1625,Oil on canvas,101 1/8 x 56 3/8 in. (256.9 x 143.2 cm),"Purchase, Enid A. Haupt Gift, 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437336,https://www.wikidata.org/wiki/Q19905371,,"Metropolitan Museum of Art, New York, NY",Madonna and Child|Saints|Angels,http://vocab.getty.edu/page/ia/901000052|http://vocab.getty.edu/page/aat/300150555|http://vocab.getty.edu/page/aat/300379004,https://www.wikidata.org/wiki/Q9309699|https://www.wikidata.org/wiki/Q43115|https://www.wikidata.org/wiki/Q235113
28,https://w3id.org/zericatalog/artwork/35237/item,1.0,The Metropolitan Museum of Art,P. Corsini,1989.21,0,1,1,436499,,European Paintings,1989.0,Painting,Diana the Huntress,,,,,,10770,Artist, ,Giampietrino (Giovanni Pietro Rizzoli),"Italian, Milanese, active by ca. 1495â€“died 1553", ,Giampietrino (Giovanni Pietro Rizzoli),Italian,1495      ,1553      ,,http://vocab.getty.edu/page/ulan/500020944,https://www.wikidata.org/wiki/Q940454,,1526,1549,Oil on wood,44 7/8 x 23 1/4 in. (114 x 59.1 cm),"Purchase, Mr. and Mrs. Frank E. Richardson Gift, 1989",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/436499,https://www.wikidata.org/wiki/Q19912736,,"Metropolitan Museum of Art, New York, NY",Bow and Arrow|Diana|Deer|Female Nudes, |http://vocab.getty.edu/page/ia/901000118|http://vocab.getty.edu/page/aat/300250308|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q19827042|https://www.wikidata.org/wiki/Q132543|https://www.wikidata.org/wiki/Q40446|https://www.wikidata.org/wiki/Q685795
29,"https://w3id.org/zericatalog/artwork/39828/item, https://w3id.org/zericatalog/artwork/39818/item, https://w3id.org/zericatalog/artwork/39821/item, https://w3id.org/zericatalog/artwork/39831/item, https://w3id.org/zericatalog/artwork/39841/item, https://w3id.org/zericatalog/artwork/39830/item, https://w3id.org/zericatalog/artwork/39850/item, https://w3id.org/zericatalog/artwork/39825/item, https://w3id.org/zericatalog/artwork/39814/item, https://w3id.org/zericatalog/artwork/39834/item, https://w3id.org/zericatalog/artwork/39817/item, https://w3id.org/zericatalog/artwork/39837/item, https://w3id.org/zericatalog/artwork/39842/item, https://w3id.org/zericatalog/artwork/39826/item, https://w3id.org/zericatalog/artwork/39836/item, https://w3id.org/zericatalog/artwork/39833/item, https://w3id.org/zericatalog/artwork/39823/item, https://w3id.org/zericatalog/artwork/39813/item, https://w3id.org/zericatalog/artwork/39827/item, https://w3id.org/zericatalog/artwork/39839/item, https://w3id.org/zericatalog/artwork/39815/item, https://w3id.org/zericatalog/artwork/39820/item",5.0,The Metropolitan Museum of Art; E. Sestieri; Collezione Malanca; Collezione G.P. Campana; Collezione D. Fioramonte,E. Sestieri; Collezione Malanca; Collezione G.P. Campana; Collezione D. Fioramonte; Villa Stati Mattei,48.17.1â€“22,0,0,1,437274,,European Paintings,1948.0,Painting,Frescoes from the Villa Stati-Mattei,,,,,,16223,Artist, ,Baldassare Tommaso Peruzzi,"Italian, Ancaiano 1481â€“1536 Rome", ,"Peruzzi, Baldassare Tommaso",Italian,1481      ,1536      ,,http://vocab.getty.edu/page/ulan/500030776,https://www.wikidata.org/wiki/Q177213,,1501,1536,"Fresco, transferred to canvas",(1-12) each 12 7/8 x 12 7/8 in. (32.7 x 32.7 cm); (13-14) each 13 7/8 x 26 7/8 in. (35.2 x 68.3 cm); (15-22) each 35 1/8 x 20 1/2 in. (89.2 x 52.1 cm),"Gwynne Andrews Fund, 1947",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/437274,https://www.wikidata.org/wiki/Q19912390,,"Metropolitan Museum of Art, New York, NY",Bow and Arrow|Centaurs|Cupid|Apollo|Hercules|Jupiter|Minerva|Venus|Zodiac, |http://vocab.getty.edu/page/aat/300379740|http://vocab.getty.edu/page/aat/300380105|http://vocab.getty.edu/page/ia/901000109|http://vocab.getty.edu/page/ia/901000042|http://vocab.getty.edu/page/ia/901000166|http://vocab.getty.edu/page/ia/901001041|http://vocab.getty.edu/page/ia/901001064|http://vocab.getty.edu/page/aat/300009937,https://www.wikidata.org/wiki/Q19827042|https://www.wikidata.org/wiki/Q83203|https://www.wikidata.org/wiki/Q5011|https://www.wikidata.org/wiki/Q37340|https://www.wikidata.org/wiki/Q122248|https://www.wikidata.org/wiki/Q4649|https://www.wikidata.org/wiki/Q126916|https://www.wikidata.org/wiki/Q47652|https://www.wikidata.org/wiki/Q40540
30,"https://w3id.org/zericatalog/artwork/60085/item, https://w3id.org/zericatalog/artwork/36192/item",1.0,The Metropolitan Museum of Art,"Duveen Brothers, Inc.",1971.115.3ab,0,0,1,435823,606.0,European Paintings,1971.0,Painting,Adam; Eve,,,,,,16330,Artist, ,Giuliano di Piero di Simone Bugiardini,"Italian, Florence 1475â€“1554 Florence", ,"Bugiardini, Giuliano di Piero di Simone",Italian,1475      ,1554      ,,http://vocab.getty.edu/page/ulan/500011070,https://www.wikidata.org/wiki/Q2578459,,1495,1554,Oil on canvas,Each 26 3/8 x 61 3/4 in. (67 x 156.8 cm),"Bequest of Edward Fowles, 1971",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/435823,https://www.wikidata.org/wiki/Q19912183,,"Metropolitan Museum of Art, New York, NY",Eve|Snakes|Adam,http://vocab.getty.edu/page/ia/901000205|http://vocab.getty.edu/page/aat/300250870|http://vocab.getty.edu/page/ia/901000219,https://www.wikidata.org/wiki/Q830183|https://www.wikidata.org/wiki/Q2102|https://www.wikidata.org/wiki/Q70899
